,year,runtime,title,genre,actor,actress,director,popularity,premiere,imdb score,language
791,1992,95,Riff Raff,Comedy,"Carlyle, Robert","McCourt, Emer","Loach, Ken",71,,,
792,1967,81,"Glory Stompers, The",Action,"Hopper, Dennis","McCrea, Jody","Lanza, Anthony M.",27,,,
793,1990,181,Dances with Wolves,Western,"Costner, Kevin","McDonnell, Mary","Costner, Kevin",8,,,
794,1987,130,Matewan,Drama,"Jones, James Earl","McDonnell, Mary","Sayles, John",81,,,
795,1988,120,Mississippi Burning,Drama,"Hackman, Gene","McDormand, Frances","Parker, Alan",41,,,
796,1975,130,"Eiger Sanction, The",Action,"Eastwood, Clint","McGee, Vonetta","Eastwood, Clint",69,,,
797,1988,109,Unsettled Land,Drama,"Shea, John","McGillis, Kelly","Barbash, Uri",75,,,
798,1991,98,Cat Chaser,Drama,"Weller, Peter","McGillis, Kelly","Ferrera, Abel",6,,,
799,1988,110,"Accused, The",Drama,"Coulson, Bernie","McGillis, Kelly","Kaplan, Jonathan",71,,,
800,1989,109,Winter People,Drama,"Russell, Kurt","McGillis, Kelly","Kotcheff, Ted",30,,,
801,1983,101,"Reuben, Reuben",Comedy,"Conti, Tom","McGillis, Kelly","Miller, Robert Ellis",2,,,
803,1986,109,Top Gun,Action,"Cruise, Tom","McGillis, Kelly","Scott, Tony",8,,,
804,1985,112,Witness,Drama,"Ford, Harrison","McGillis, Kelly","Weir, Peter",59,,,
806,1984,109,Racing with the Moon,Drama,"Penn, Sean","McGovern, Elizabeth","Benjamin, Richard",50,,,
807,1983,98,Lovesick,Comedy,"Moore, Dudley","McGovern, Elizabeth","Brickman, Marshall",51,,,
809,1965,199,"Greatest Story Ever Told, The",Drama,"Sydow, Max von","McGuire, Dorothy","Stevens, George",26,,,
810,1989,105,Hawks,Drama,"Dalton, Timothy","McTeer, Janet","Miller, Robert Ellis",11,,,
811,1981,91,So Fine,Comedy,"O'Neal, Ryan","Melato, Mariangela","Bergman, Andrew",17,,,
812,1957,89,Paths of Glory,Drama,"Douglas, Kirk","Menjou, Adolphe","Kubrick, Stanley",47,,,
813,1964,120,Tom Jones,Drama,"Ustinov, Peter","Mercouri, Melina","Dassin, Jules",39,,,
814,1975,103,"Sunshine Boys, The",Comedy,"Burns, George","Meredith, Lee","Ross, Herbert",35,,,
815,1988,98,Caddyshack 2,Comedy,"Mason, Jackie","Merrill, Dina","Arkush, Allan",34,,,
816,1990,117,Internal Affairs,Drama,"Gere, Richard","Metcalf, Laurie","Figgis, Mike",3,,,
817,1991,206,JFK,Drama,"Costner, Kevin","Metcalf, Laurie","Stone, Oliver",78,,,
818,1991,97,New Jack City,Action,"Snipes, Wesley",Michael Michele,"Van Peebles, Mario",80,,,
821,1970,194,Ryan's Daughter,Drama,"Mitchum, Robert","Miles, Sarah","Lean, David",81,,,
822,1973,127,"Man Who Loved Cat Dancing, The",Western,"Reynolds, Burt","Miles, Sarah","Sarafian, Richard C.",40,,,
823,1962,123,"Man Who Shot Liberty Valance, The",Western,"Stewart, James","Miles, Vera","Ford, John",85,,,
824,1989,102,Dead-Bang,Action,"Johnson, Don","Miller, Penelope Ann","Frankenheimer, John",9,,,
825,1988,90,Big Top Pee-wee,Comedy,"Reubens, Paul","Miller, Penelope Ann","Kleiser, Randal",17,,,
826,1960,103,"Time Machine, The",Science Fiction,"Taylor, Rod","Mimieux, Yvette","Pal, George",88,,,
827,1972,128,Cabaret,Drama,"Grey, Joel","Minnelli, Liza","Fosse, Bob",59,,,
828,1981,97,Arthur,Comedy,"Moore, Dudley","Minnelli, Liza","Gordon, Steve",79,,,
829,1976,97,A Matter of Time,Drama,"Boyer, Charles","Minnelli, Liza","Minnelli, Vincente",70,,,
830,1977,137,"New York, New York",Drama,"De Niro, Robert","Minnelli, Liza","Scorsese, Martin",8,,,
831,1989,89,"Nightmare on Elm Street, Pt. 5, The Dream Child",Horror,"Englund, Robert","Minter, Kelly Jo","Hopkins, Stephen",41,,,
832,1980,100,"Fiendish Plot of Dr. Fu Manchu, The",Comedy,"Sellers, Peter","Mirren, Helen","Haggard, Piers",29,,,
833,1991,240,Four American Composers,Music,"Cage, John","Monk, Meredith","Greenaway, Peter",3,,,
834,1950,112,"Asphalt Jungle, The",Action,"Hayden, Sterling","Monroe, Marilyn","Huston, John",77,,,
835,1992,61,Ladies of the Chorus,Music,"Garr, Eddie","Monroe, Marilyn","Karlson, Phil",60,,,
836,1953,95,How to Marry a Millionaire,Comedy,"Powell, William","Monroe, Marilyn","Negulesco, Jean",65,,,
838,1991,94,Nothing But Trouble,Comedy,"Candy, John","Moore, Demi","Aykroyd, Dan",25,,,
839,1987,109,Wisdom,Action,"Estevez, Emilio","Moore, Demi","Estevez, Emilio",25,,,
840,1986,94,One Crazy Summer,Comedy,"Cusack, John","Moore, Demi","Holland, Savage Steve",61,,,
841,1989,110,We're No Angels,Comedy,"De Niro, Robert","Moore, Demi","Jordan, Neil",51,,,
842,1984,102,No Small Affair,Comedy,"Cryer, Jon","Moore, Demi","Schatzberg, Jerry",10,,,
843,1990,127,Ghost,Science Fiction,"Swayze, Patrick","Moore, Demi","Zucker, Jerry",6,,,
844,1986,113,About Last Night,Drama,"Lowe, Rob","Moore, Demi","Zwick, Edward",66,,,
845,1982,107,Six Weeks,Drama,"Moore, Dudley","Moore, Mary Tyler","Bill, Tony",73,,,
846,1948,89,Return of October,Comedy,"Ford, Glenn","Moore, Terry","Lewis, Joseph H.",35,,,
847,1952,99,"Come Back, Little Sheba",Drama,"Lancaster, Burt","Moore, Terry","Mann, Daniel",50,,,
848,1974,117,Going Places,Drama,"Depardieu, Gérard","Moreau, Jeanne","Blier, Bertrand",66,,,
849,1970,99,Monte Walsh,Western,"Marvin, Lee","Moreau, Jeanne","Fraker, William A.",29,,,
850,1955,100,Mr. Arkadin,Drama,"Welles, Orson","Mori, Paola","Welles, Orson",80,,,
852,1968,90,"Producers, The",Comedy,"Wilder, Gene","Mostel, Zero","Brooks, Mel",33,,,
853,1976,94,"Front, The",Drama,"Allen, Woody","Mostel, Zero","Ritt, Martin",70,,,
854,1987,86,House of the Rising Sun,Drama,"Annese, Frank","Moyer, Tawny","Gold, Greg",45,,,
855,1988,91,In a Shallow Grave,Drama,"Biehn, Michael","Mueller, Maureen","Bowser, Kenneth",72,,,
856,1974,111,Mc Q,Action,"Wayne, John","Muldaur, Diana","Sturges, John",73,,,
857,1941,85,Lady from Louisiana,Drama,"Wayne, John","Munson, Ona","Vorhaus, Bernard",38,,,
858,1990,102,Wait Until Spring Bandini,Drama,"Mantegna, Joe","Muti, Ornella","Deruddere, Dominique",29,,,
859,1940,105,"Long Voyage Home, The",Drama,"Wayne, John","Natwick, Mildred","Ford, John",88,,,
860,1955,100,"Trouble with Harry, The",Mystery,"Forsythe, John","Natwick, Mildred","Hitchcock, Alfred",28,,,
861,1987,60,Encounters,Drama,"Von Bergan, Raven","Navarro, Monica","Marder, Bruce",44,,,
862,1963,112,Hud,Drama,"Newman, Paul","Neal, Patricia","Ritt, Martin",2,,,
864,1987,83,Surf Nazis Must Die,Horror,"Brenner, Barry","Neely, Gail","George, Peter",50,,,
865,1956,124,Teahouse of the August Moon,Drama,"Brando, Marlon","Negami, Jun","Mann, Daniel",11,,,
867,1970,91,"Man Who Haunted Himself, The",Drama,"Moore, Roger","Neil, Hildegard","Dearden, Basil",75,,,
868,1991,108,Prisoner of Honor.,Drama,"Dreyfuss, Richard","Neilson, Catherine","Russell, Ken",58,,,
870,1923,57,Desert Rider,Western,"Hoxie, Jack","Nelson, Evelyn","Bradbury, Robert N.",,,,
871,1980,109,Wholly Moses!,Comedy,"Moore, Dudley","Newman, Laraine","Weis, Gary",25,,,
872,1991,110,Star Trek VI: The Undiscovered Country,Science Fiction,"Shatner, William","Nichols, Nichelle","Meyer, Nicholas",11,,,
873,1989,107,Star Trek V: The Final Frontier,Action,"Shatner, William","Nichols, Nichelle","Shatner, William ",87,,,
874,1991,85,Circuitry Man,Action,"Metzler, Jim","Nicholson, Dana W.","Lovy, Steven",78,,,
875,1986,87,Cobra,Action,"Stallone, Sylvester","Nielsen, Brigitte","Cosmatos, George P.",57,,,
876,1987,103,Beverly Hills Cop II,Comedy,"Murphy, Eddie","Nielsen, Brigitte","Scott, Tony",37,,,
878,1950,93,To Joy,Drama,"Olin, Stig","Nilsson, Maj-Britt","Bergman, Ingmar",65,,,
880,1958,128,Vertigo,Drama,"Stewart, James","Novak, Kim","Hitchcock, Alfred",10,,,
881,1987,91,Young Love: Lemon Popsicle Seven,Comedy,"Katzur, Yftach","Noy, Zachi","Bennett, Walter",47,,,
882,1946,93,Crack-Up,Mystery,"Marshall, Herbert","O'Brien, Pat","Reis, Irving",25,,,
883,1941,57,Bury Me Not on the Lone Prairie,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",85,,,
884,1940,57,Law & Order,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",87,,,
885,1941,56,Man from Montana,Western,"Brown, Johnny Mack","O'Day, Nell","Taylor, Ray",85,,,
886,1992,137,"Long Gray Line, The",Drama,"Power, Tyrone","O'Hara, Maureen","Ford, John",26,,,
887,1950,105,Rio Grande,Western,"Wayne, John","O'Hara, Maureen","Ford, John",64,,,
888,1957,107,"Wings of Eagles, The",Drama,"Wayne, John","O'Hara, Maureen","Ford, John",29,,,
889,1939,94,Jamaica Inn,Drama,"Laughton, Charles","O'Hara, Maureen","Hitchcock, Alfred",75,,,
890,1971,110,Big Jake,Action,"Wayne, John","O'Hara, Maureen","Sherman, George",68,,,
892,1983,72,After the Rehearsal,Drama,"Josephson, Erland","Olin, Lena","Bergman, Ingmar",0,,,
893,1952,90,Big Jim McLain,Western,"Wayne, John","Olson, Nancy","Ludwig, Edward",14,,,
894,1969,101,Smith!,Western,"Ford, Glenn","Olson, Nancy","O'Herlihy, Michael",62,,,
895,1953,79,"Wild One, The",Drama,"Brando, Marlon","O'Malley, Pat","Benedek, Laslo",26,,,
896,1929,129,"Manxman, The",Drama,"Brisson, Carl","Ondra, Anny","Hitchcock, Alfred",65,,,
897,1978,126,International Velvet,Drama,"Hopkins, Anthony","O'Neal, Tatum","Forbes, Bryan",40,,,
898,1981,104,Scanners,Horror,"Lack, Stephen","O'Neill, Jennifer","Cronenberg, David",32,,,
899,1986,98,Trick or Treat,Horror,"Price, Marc","Orgolini, Lisa","Smith, Charles Martin",47,,,
900,1982,92,48 Hrs.,Action,"Nolte, Nick","O'Toole, Annette","Hill, Walter",67,,,
901,1985,108,"Trip to Bountiful, The",Drama,"Heard, John","Page, Geraldine","Masterson, Peter",62,,,
902,1955,116,Mister Roberts,Comedy,"Fonda, Henry","Palmer, Betsy","Ford, John",8,,,
903,1969,127,Z,Drama,"Montand, Yves","Papas, Irene",Costa-Gavras,72,,,
904,1987,139,Maurice,Drama,"Wilby, James","Parfitt, Judy","Ivory, James",45,,,
905,1969,114,Hamlet,Drama,"Williamson, Nicol","Parfitt, Judy","Richardson, Tony",39,,,
906,1991,117,La Femme Nikita,Drama,"Karyo, Tcheky","Parillaud, Anne","Besson, Luc",6,,,
907,1993,95,Honeymoon in Vegas,Comedy,"Caan, James","Parker, Sarah Jessica","Bergman, Andrew",53,,,
908,1988,90,Going for the Gold,Action,"Edwards, Anthony","Parker, Sarah Jessica","Taylor, Dan",10,,,
909,1976,128,Shout at the Devil,Action,"Marvin, Lee","Parkins, Barbara","Hunt, Peter R.",0,,,
910,1986,94,A Smoky Mountain Christmas,Music,"Majors, Lee","Parton, Dolly","Winkler, Henry",23,,,
911,1984,95,Getting Physical,Drama,"Naughton, David","Paul, Alexandra","Stern, Steven Hilliard",75,,,
912,1990,95,Torn Apart,Drama,"Pasdar, Adrian","Peck, Cecilia","Fisher, Jack",8,,,
913,1986,112,From the Hip,Comedy,"Nelson, Judd","Perkins, Elizabeth","Clark, Bob",36,,,
914,1984,102,"Ratings Game, The",Comedy,"DeVito, Danny","Perlman, Rhea","DeVito, Danny",21,,,
916,1986,89,Water,Comedy,"Caine, Michael","Perrine, Valerie","Clement, Dick",47,,,
917,1978,88,Silent Movie,Comedy,"Brooks, Mel","Peters, Bernadette","Brooks, Mel",27,,,
918,1989,122,Pink Cadillac,Comedy,"Eastwood, Clint","Peters, Bernadette","Eastwood, Clint",12,,,
919,1979,94,"Jerk, The",Comedy,"Martin, Steve","Peters, Bernadette","Reiner, Carl",22,,,
921,1986,107,Sweet Liberty,Comedy,"Alda, Alan","Pfeiffer, Michelle","Alda, Alan",12,,,
922,1982,115,Grease II,Music,"Caulfield, Maxwell","Pfeiffer, Michelle","Birch, Patricia",64,,,
923,1989,104,Married to the Mob,Comedy,"Modine, Matthew","Pfeiffer, Michelle","Demme, Jonathan",8,,,
925,1989,114,"Fabulous Baker Boys, The",Drama,"Bridges, Jeff","Pfeiffer, Michelle","Kloves, Steve",66,,,
926,1985,115,Into the Night,Comedy,"Goldblum, Jeff","Pfeiffer, Michelle","Landis, John",62,,,
927,1991,124,"Russia House, The",Drama,"Connery, Sean","Pfeiffer, Michelle","Schepisi, Fred",3,,,
928,1988,116,Tequila Sunrise,Mystery,"Gibson, Mel","Pfeiffer, Michelle","Towne, Robert",50,,,
930,1971,108,"Last Movie, The",Drama,"Hopper, Dennis","Phillips, Michelle","Hopper, Dennis",22,,,
931,1973,106,Dillinger,Drama,"Oates, Warren","Phillips, Michelle","Milius, John",83,,,
932,1988,360,Little Dorrit,Drama,"Jacobi, Derek","Pickering, Sarah","Edzard, Christine",12,,,
933,1927,78,My Best Girl,Drama,"Rogers, Charles","Pickford, Mary","Taylor, Sam",31,,,
934,1989,93,Seizure,Horror,"Frid, Jonathan","Pickles, Christina","Stone, Oliver",59,,,
935,1990,89,A Chorus of Disapproval,Comedy,"Irons, Jeremy","Pigg, Alexandra","Winner, Michael",0,,,
936,1962,119,Rome Adventure,Drama,"Donahue, Tony","Pleshette, Suzanne","Daves, Delmer",39,,,
937,1992,121,Drowning by Numbers,Mystery,"Hill, Bernard","Plowright, Joan","Greenaway, Peter",28,,,
938,1991,88,Born to Ride,Action,"Stamos, John","Polo, Teri","Baker, Graham",59,,,
939,1988,94,Her Alibi,Comedy,"Selleck, Tom","Porizkova, Paulina","Beresford, Bruce",80,,,
941,1990,95,Dangerous Pursuit,Mystery,"Harrison, Gregory","Powers, Alexandra","Stern, Sandor",88,,,
942,1962,123,Experiment in Terror,Mystery,"Ford, Glenn","Powers, Stefanie","Edwards, Blake",77,,,
943,1972,105,"Hideaways, The",Comedy,"Doran, Johnny","Prager, Sally","Cook, Fielder",42,,,
944,1965,108,What's New Pussycat,Comedy,"O'Toole, Peter","Prentiss, Paula","Donner, Clive",83,,,
945,1965,108,What's New Pussycat?,Comedy,"Sellers, Peter","Prentiss, Paula","Donner, Clive",46,,,
946,1983,98,Packin' It In,Comedy,"Benjamin, Richard","Prentiss, Paula","Taylor, Jud",8,,,
947,1988,90,"Naked Gun: From the Files of Police Squad!, THe",Comedy,"Nielsen, Leslie","Presley, Priscilla","Zucker, David",9,,,
948,1990,106,In Too Deep,Drama,"Race, Hugo","Press, Santha","Tatoulis, Colin South, John",50,,,
949,1988,107,Twins,Comedy,"Schwarzenegger, Arnold","Preston, Kelly","Reitman, Ivan",23,,,
950,1988,94,"Experts, The",Comedy,"Travolta, John","Preston, Kelly","Thomas, Dave",67,,,
951,1989,94,Naked Lie,Drama,"Lucking, William","Principal, Victoria","Colla, Richard A.",7,,,
952,1987,87,Mistress,Drama,"Rachins, Allan","Principal, Victoria","Tuchner, Michael",36,,,
954,1970,100,Adam at 6 A.M.,Drama,"Douglas, Michael","Purcell, Lee","Scheerer, Robert",3,,,
955,1990,93,Web of Deceit,Drama,"Read, James","Purl, Linda","Stern, Sandor",6,,,
956,1991,119,New York Stories,Comedy,"Allen, Woody","Questel, Mae","Coppola, Francis Ford",6,,,
957,1987,97,"Dreams Lost, Dreams Found",Drama,"Robb, David","Quinlan, Kathleen","Patterson, Willi",66,,,
958,1987,103,Au Revoir les Enfants,Drama,"Manesse, Gaspard","Racette, Francine","Malle, Louis",35,,,
959,1989,122,Quo Vadis,Drama,"Brandauer, Klaus Maria","Raines, Cristina","Rossi, Franco",6,,,
960,1949,100,"Fighting Kentuckian, The",Action,"Wayne, John","Ralston, Vera","Waggner, George",74,,,
961,1974,104,Zardoz,Science Fiction,"Connery, Sean","Rampling, Charlotte","Boorman, John",6,,,
962,1989,84,Police Academy 6: City under Siege,Comedy,"Smith, Bubba","Ramsey, Marion","Bonerz, Peter",29,,,
963,1988,90,Police Academy 5: Assignment Miami Beach,Comedy,"Gaynes, George","Ramsey, Marion","Myerson, Alan",59,,,
964,1986,84,Police Academy 3: Back in Training,Comedy,"Guttenberg, Steve","Ramsey, Marion","Paris, Jerry",6,,,
965,1991,60,"America's Music, Blues",Music,"Hopkins, Linda","Redd, Vi","Walton, Kip",54,,,
966,1977,100,Julia,Drama,"Fonda, Vanessa","Redgrave, Jane","Zinnemann, Fred",75,,,
967,1971,111,"Devils, The",Drama,"Reed, Oliver","Redgrave, Vanessa","Russell, Ken",69,,,
968,1984,90,Ransom,Drama,"Ford, Glenn","Reed, Donna","Segal, Alex",73,,,
969,1990,97,Cadillac Man,Comedy,"Williams, Robin","Reed, Pamela","Donaldson, Roger",28,,,
970,1986,104,"Best of Times, The",Comedy,"Williams, Robin","Reed, Pamela","Spottiswoode, Roger",88,,,
971,1985,135,Death of a Salesman,Drama,"Hoffman, Dustin","Reid, Kate","Schlöndorff, Volker",13,,,
974,1987,153,Empire of the Sun,Drama,"Malkovich, John","Richardson, Miranda","Spielberg, Steven",6,,,
975,1991,102,"Comfort of Strangers, The",Mystery,"Walken, Christopher","Richardson, Natasha","Schrader, Paul",5,,,
976,1969,135,On Her Majesty's Secret Service,Action,"Lazenby, George","Rigg, Diana","Hunt, Peter R.",66,,,
977,1986,96,Pretty in Pink,Drama,"Stanton, Harry Dean","Ringwald, Molly","Deutch, Howard",75,,,
979,1943,60,"Lone Star Trail, The",Western,"Brown, Johnny Mack","Ritter, Tex","Taylor, Ray",27,,,
980,1986,98,Summer,Comedy,"Gauthier, Vincent","Riviere, Marie","Rohmer, Eric",11,,,
981,1987,93,"Planes, Trains & Automobiles",Comedy,"Martin, Steve","Robbins, Laila","Hughes, John",73,,,
982,1990,119,Pretty Woman,Comedy,"Gere, Richard","Roberts, Julia","Marshall, Garry",43,,,
983,1991,111,Flatliners,Drama,"Sutherland, Kiefer","Roberts, Julia","Schumacher, Joel",19,,,
984,1991,142,Hook,Action,"Williams, Robin","Roberts, Julia","Spielberg, Steven",4,,,
985,1940,56,Riders of Pasco Basin,Western,"Brown, Johnny Mack","Robinson, Frances","Taylor, Ray",17,,,
987,1990,106,Desperate Hours,Mystery,"Rourke, Mickey","Rogers, Mimi","Cimino, Michael",58,,,
988,1986,111,Gung Ho,Comedy,"Keaton, Michael","Rogers, Mimi","Howard, Ron",59,,,
989,1992,96,Shooting Elizabeth,Mystery,"Goldblum, Jeff","Rogers, Mimi","Taylor, Baz",5,,,
990,1951,101,Strangers on a Train,Mystery,"Granger, Farley","Roman, Ruth","Hitchcock, Alfred",17,,,
991,1979,198,"Sacketts, The",Western,"Elliott, Sam","Roman, Ruth","Totten, Robert",86,,,
992,1991,87,To Die Standing,Action,"De Young, Cliff","Rose, Jamie","Morneau, Louis",53,,,
993,1980,92,Rodeo Girl,Drama,"Hopkins, Bo","Ross, Katharine","Cooper, Jackie",80,,,
994,1969,110,Butch Cassidy & the Sundance Kid,Western,"Newman, Paul","Ross, Katharine","Hill, George Roy",29,,,
995,1968,121,Hellfighters,Action,"Wayne, John","Ross, Katharine","McLaglen, Andrew V.",22,,,
996,1980,92,"Final Countdown, The",Action,"Douglas, Kirk","Ross, Katharine","Taylor, Don",35,,,
997,1986,120,Blue Velvet,Mystery,"MacLachlan, Kyle","Rossellini, Isabella","Lynch, David",6,,,
999,1976,90,Black & White in Color,Comedy,"Carmet, Jean","Rouvel, Catherine","Annaud, Jean-Jacques",24,,,
1000,1988,81,Another Woman,Drama,"Hackman, Gene","Rowlands, Gena","Allen, Woody",7,,,
1001,1992,128,Night on Earth,Drama,"Benigni, Roberto","Rowlands, Gena","Jarmusch, Jim",24,,,
1002,1988,92,Permanent Record,Drama,"Boyce, Alan","Rubin, Jennifer","Silver, Marisa",42,,,
1003,1992,138,"Fisher King, The",Drama,"Williams, Robin","Ruehl, Mercedes","Gilliam, Terry",8,,,
1004,1991,98,Another You,Comedy,"Pryor, Richard","Ruehl, Mercedes","Phillips, Maurice",75,,,
1005,1958,167,"Young Lions, The",Drama,"Brando, Marlon","Rush, Barbara","Dmytryk, Edward",10,,,
1006,1988,89,Cheerleader Camp,Horror,"Garrett, Leif","Russell, Betsy","Quinn, John",79,,,
1008,1947,96,Angel & the Badman,Western,"Wayne, John","Russell, Gail","Grant, James Edward",84,,,
1009,1990,109,Impulse,Mystery,"Fahey, Jeff","Russell, Theresa","Locke, Sondra",23,,,
1010,1988,91,Track Twenty-Nine,Drama,"Oldman, Gary","Russell, Theresa","Roeg, Nicolas",48,,,
1011,1991,110,Freejack,Action,"Estevez, Emilio","Russo, Rene","Richardson, Tony",26,,,
1013,1988,81,"Smallest Show on Earth, The",Comedy,"Sellers, Peter","Rutherford, Margaret","Dearden, Basil",24,,,
1014,1987,120,Innerspace,Science Fiction,"Quaid, Dennis","Ryan, Meg","Dante, Joe",41,,,
1015,1988,97,"Presidio, The",Action,"Connery, Sean","Ryan, Meg","Hyams, Peter",4,,,
1016,1990,102,Joe Versus the Volcano,Comedy,"Hanks, Tom","Ryan, Meg","Patrick, John",17,,,
1017,1991,135,"Doors, The",Drama,"Kilmer, Val","Ryan, Meg","Stone, Oliver",60,,,
1018,1990,98,"Welcome Home, Roxy Carmichael",Comedy,"Daniels, Jeff","Ryder, Winona","Abrahams, Jim",41,,,
1019,1972,99,Cancel My Reservation,Comedy,"Hope, Bob","Saint, Eva Marie","Bogart, Paul",60,,,
1020,1991,135,North by Northwest,Mystery,"Grant, Cary","Saint, Eva Marie","Hitchcock, Alfred",20,,,
1021,1966,127,"Russians Are Coming, the Russians Are, The",Comedy,"Reiner, Carl","Saint, Eva Marie","Jewison, Norman",79,,,
1022,1992,213,Exodus,Drama,"Newman, Paul","Saint, Eva Marie","Preminger, Otto",13,,,
1023,1982,128,"Ballad of Narayama, The",Drama,"Ogata, Ken","Sakamoto, Sumiko","Imamura, Shohei",88,,,
1024,1985,96,Out of the Darkness,Mystery,"Sheen, Martin","Salt, Jennifer","Taylor, Jud",86,,,
1025,1971,90,"Garden of the Finzi-Continis, The",Drama,"Capolicchio, Lino","Sanda, Dominique","De Sica, Vittorio",42,,,
1026,1974,105,Steppenwolf,Drama,"Sydow, Max von","Sanda, Dominique","Haines, Fred",20,,,
1027,1973,100,"Mackintosh Man, The",Action,"Newman, Paul","Sanda, Dominique","Huston, John",65,,,
1028,1968,105,Partner,Drama,"Clementi, Pierre","Sandrelli, Stefania","Bertolucci, Bernardo",26,,,
1029,1970,107,"Conformist, The",Drama,"Trintignant, Jean-Louis","Sandrelli, Stefania","Bertolucci, Bernardo",72,,,
1030,1971,102,Dirty Harry,Drama,"Eastwood, Clint","Santoni, Reni","Siegel, Don",72,,,
1031,1986,103,Ferris Bueller's Day Off,Comedy,"Broderick, Matthew","Sara, Mia","Hughes, John",12,,,
1032,1986,89,Legend,Science Fiction,"Cruise, Tom","Sara, Mia","Scott, Ridley",42,,,
1033,1984,110,"Buddy System, The",Drama,"Dreyfuss, Richard","Sarandon, Susan","Jordan, Glenn",48,,,
1034,1989,97,A Dry White Season,Drama,"Sutherland, Donald","Sarandon, Susan","Palcy, Euzhan",71,,,
1035,1975,105,"Rocky Horror Picture Show, The",Music,"Gray, Charles","Sarandon, Susan","Sharman, Jim",59,,,
1036,1968,360,War & Peace,Drama,"Tikhonov, Vyacheslav","Savelyeva, Lyudmila","Bondarchuk, Sergei",80,,,
1040,1991,80,Going Under,Comedy,"Pullman, Bill","Schaal, Wendy","Travis, Mark W.",30,,,
1043,1975,118,"Passenger, The",Drama,"Nicholson, Jack","Schneider, Maria","Antonioni, Michelangelo",32,,,
1044,1973,127,Last Tango in Paris,Drama,"Brando, Marlon","Schneider, Maria","Bertolucci, Bernardo",28,,,
1045,1987,155,Indigo Autumn & Lilac Dream,Drama,"Singer, Marc","Schrage, Lisa","Gillard, Stuart",72,,,
1046,1924,95,"Kriemhild's Revenge, The Nibelungenlied",Drama,"Loos, Theodor","Schön, Margarete","Lang, Fritz",74,,,
1047,1966,102,Johnny Tiger,Drama,"Taylor, Robert","Scott, Brenda","Wendkos, Paul",69,,,
1048,1986,90,Head Office,Comedy,"Reinhold, Judge","Seymour, Jane","Finkleman, Ken",88,,,
1050,1972,100,Le Charme Discret de la Bourgeoisie,Comedy,"Rey, Fernando","Seyrig, Delphine","Bunuel, Luis",4,,,
1051,1986,83,Blue City,Action,"Nelson, Judd","Sheedy, Ally","Manning, Michelle",38,,,
1052,1983,123,Bad Boys,Drama,"Penn, Sean","Sheedy, Ally","Rosenthal, Rick",7,,,
1053,1986,82,"Whoopee Boys, The",Comedy,"O'Keefe, Michael","Shelley, Carole","Byrum, John",54,,,
1054,1971,118,"Last Picture Show, The",Drama,"Bottoms, Timothy","Shepherd, Cybill","Bogdanovich, Peter",62,,,
1055,1988,93,"Diamond Trap, The",Drama,"Hessman, Howard","Shields, Brooke","Taylor, Don",58,,,
1056,1981,115,Endless Love,Drama,"Hewitt, Martin","Shields, Brooke","Zeffirelli, Franco",20,,,
1057,1976,90,Rocky,Drama,"Stallone, Sylvester","Shire, Talia","Avildsen, John G.",78,,,
1058,1988,103,Cocktail,Drama,"Cruise, Tom","Shue, Elisabeth","Donaldson, Roger",13,,,
1059,1936,77,Sabotage,Mystery,"Homolka, Oskar","Sidney, Sylvia","Hitchcock, Alfred",74,,,
1060,1977,105,Madame Rosa,Drama,"Youb, Samy Ben","Signoret, Simone","Mizrahi, Moshe",11,,,
1062,1954,110,Desiree,Drama,"Brando, Marlon","Simmons, Jean","Koster, Henry",22,,,
1063,1960,185,Spartacus,Drama,"Douglas, Kirk","Simmons, Jean","Kubrick, Stanley",67,,,
1064,1955,150,Guys & Dolls,Comedy,"Brando, Marlon","Simmons, Jean","Mankiewicz, Joseph L.",70,,,
1065,1992,95,Until They Sail,Drama,"Newman, Paul","Simmons, Jean","Wise, Robert",77,,,
1066,1988,116,Coming to America,Comedy,"Murphy, Eddie","Sinclair, Madge","Landis, John",11,,,
1067,1963,93,Lilies of the Field,Drama,"Poitier, Sidney","Skala, Lilia","Poitier, Sidney",36,,,
1068,1987,99,River's Edge,Drama,"Glover, Crispin","Skye, Ione","Hunter, Tim",3,,,
1069,1986,93,Ruthless People,Comedy,"DeVito, Danny","Slater, Helen","Abrahams, Jim",84,,,
1070,1987,110,"Secret of My Success, The",Comedy,"Fox, Michael J.","Slater, Helen","Ross, Herbert",5,,,
1071,1965,128,"Shop on Main Street, The",Drama,"Kroner, Josef","Slivoka, Hana","Kadar, Jan",37,,,
1072,1988,101,Funny Farm,Comedy,"Chase, Chevy","Smith, Madolyn","Hill, George Roy",30,,,
1073,1988,120,"Lonely Passion of Judith Hearne, The",Drama,"Hoskins, Bob","Smith, Maggie","Clayton, Jack",24,,,
1074,1978,103,California Suite,Comedy,"Caine, Michael","Smith, Maggie","Ross, Herbert",11,,,
1075,1986,97,Maximum Overdrive,Horror,"Estevez, Emilio","Smith, Yeardley","King, Stephen",40,,,
1076,1985,116,Pale Rider,Western,"Eastwood, Clint","Snodgress, Carrie","Eastwood, Clint",45,,,
1077,1990,88,"Kissing Place, The",Drama,"Birney, Meredith Baxter","Snow, Victoria","Wharmby, Tony",41,,,
